title,company,location,contract_type,posted_date,company_logo,job_url
QA Engineer (جونیور-کیش-دورکاری),تک بلاک | Tech Block,هرمزگان، کیش,"قرارداد
              دورکاری",(۱۹ روز پیش),https://thumb2.jobinjacdn.com/QXp1lxgAXW81-Iz_eMjg_djo69M=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/256727a2-f58a-42ef-8b44-6ec1e9d5aa03/main.png,https://jobinja.ir/companies/techblock/jobs/tID4/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-qa-engineer-%D8%AC%D9%88%D9%86%DB%8C%D9%88%D8%B1-%DA%A9%DB%8C%D8%B4-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AA%DA%A9-%D8%A8%D9%84%D8%A7%DA%A9?_ref=16&_t=352e3132372e3234382e3736
خزش گر وب (Web Scrapper-پروژه ای-دورکاری),به نو لیکس | benolix,تهران، تهران,"قرارداد
              دورکاری",(۱۹ روز پیش),https://thumb2.jobinjacdn.com/8Vc8tQjz3TzL_j6Ouwv_Hzldq24=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/dd958768-19ad-447a-bf80-d632df2f71f5/main.png,https://jobinja.ir/companies/benolix/jobs/tIxL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AE%D8%B2%D8%B4-%DA%AF%D8%B1-%D9%88%D8%A8-web-scrapper-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D8%A7%DB%8C-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%D9%87-%D9%86%D9%88-%D9%84%DB%8C%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
Front-End Engineer (React.js-اصفهان),ترید چک | Trade Check,اصفهان، اصفهان,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/DRp3AYSguPoZaL-1R7cZCu1W_Iw=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/368a35ad-c76e-4a23-a030-54a255fd224c/main.jpg,https://jobinja.ir/companies/tradecheck/jobs/tIyh/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-front-end-engineer-react-js-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AA%D8%B1%DB%8C%D8%AF-%DA%86%DA%A9?_ref=16&_t=352e3132372e3234382e3736
کارشناس تست نرم‌افزار (QA Automation Test Engineer),مهیمن | Mohaymen,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/JJj6vyuNR-pVO0KnWuVmrjb3m44=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e70c97d8-60b0-4bcd-9b53-fc017c3477f6/main.png,https://jobinja.ir/companies/mohaymen/jobs/tIy9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D8%B3%D8%AA-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-qa-automation-test-engineer-%D8%AF%D8%B1-%D9%85%D9%87%DB%8C%D9%85%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (Back-End),میاره | Miare,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/6axD09npuq8i1qgMmZeWNQuivBI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/5494586c-c6e3-11e7-ae1c-06a874001fea_acef81b1-5a2a-4286-b0fa-928fef5cddca/main.png,https://jobinja.ir/companies/miare/jobs/tLG1/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-back-end-%D8%AF%D8%B1-%D9%85%DB%8C%D8%A7%D8%B1%D9%87?_ref=16&_t=352e3132372e3234382e3736
Software Engineer (Back-End-مشهد),کلور | Clever,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/s4Tqd6Oo4qVJuQhRiQ7S6FRFKtI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/bee351e0-9db5-4f58-85f2-90cc44f55e56/main.png,https://jobinja.ir/companies/clever-2/jobs/tIT5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-back-end-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%DA%A9%D9%84%D9%88%D8%B1?_ref=16&_t=352e3132372e3234382e3736
Back-End Engineer,تومن | Toman,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/YcNq7U6fsoOcKTClUrkRpZ8Isnk=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/69f4aed5-711d-48f3-80da-5027dd2faa85/main.png,https://jobinja.ir/companies/qbit/jobs/tITp/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-back-end-engineer-%D8%AF%D8%B1-%D8%AA%D9%88%D9%85%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Front-End Engineer (آقا-یزد),پذیرش 24 | paziresh24,یزد، یزد,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/Dq7LUwwJJ7rk_s3u53rw5xqNOMY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/4f1a2422-d0d1-4410-b613-802b544ac8b1/main.png,https://jobinja.ir/companies/paziresh24-4/jobs/tITe/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-front-end-engineer-%D8%A2%D9%82%D8%A7-%DB%8C%D8%B2%D8%AF-%D8%AF%D8%B1-%D9%BE%D8%B0%DB%8C%D8%B1%D8%B4-24?_ref=16&_t=352e3132372e3234382e3736
کارشناس هوش تجاری (BI),داده کاوان توسن | Tosan Intelligent Data Miners,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/1-8-TQYAXnBR8CTmwJkJ8wKogEQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e0fbbd2d-a666-4b4a-868f-7b0b18d9c36b/main.jpg,https://jobinja.ir/companies/dadeh-kavan-hoshmand-tosan/jobs/tIM9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%87%D9%88%D8%B4-%D8%AA%D8%AC%D8%A7%D8%B1%DB%8C-bi-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%DA%A9%D8%A7%D9%88%D8%A7%D9%86-%D8%AA%D9%88%D8%B3%D9%86?_ref=16&_t=352e3132372e3234382e3736
مهندس پایگاه داده,داده کاوان توسن | Tosan Intelligent Data Miners,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/1-8-TQYAXnBR8CTmwJkJ8wKogEQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e0fbbd2d-a666-4b4a-868f-7b0b18d9c36b/main.jpg,https://jobinja.ir/companies/dadeh-kavan-hoshmand-tosan/jobs/tIMI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%87-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%DA%A9%D8%A7%D9%88%D8%A7%D9%86-%D8%AA%D9%88%D8%B3%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Software Test Engineer,تجارت الکترونیک اول | Tejarat Electronic Aval,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۰ روز پیش),https://thumb2.jobinjacdn.com/QQ1rdDKAfY7I-yWXs3vRzGkW0QU=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/919b0c12-a3b3-11e8-8e04-26a4da5b8340_0f4cb92e-15b2-4b37-a89c-ab2fffc9b84b/main.jpg,https://jobinja.ir/companies/septa-1/jobs/AKh7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-test-engineer-%D8%AF%D8%B1-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%A7%D9%88%D9%84?_ref=16&_t=352e3132372e3234382e3736
Senior Front-End Engineer,والکس | Wallex,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۱ روز پیش),https://thumb2.jobinjacdn.com/S7ByCMhuAQQnqkckcPgoWXur2TM=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bc21399-9402-43a7-9393-e170c05a933d/main.png,https://jobinja.ir/companies/wallex/jobs/tI4A/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-front-end-engineer-%D8%AF%D8%B1-%D9%88%D8%A7%D9%84%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
Data Analyst (Product Analytics),توسعه ارتباطات دیجیتال سپهر | Sepehr Digital Communications Development,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۱ روز پیش),https://thumb2.jobinjacdn.com/mmhWcQChoWGzgfM7NyPSPQf0onw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/203d5495-c604-4232-97e9-d54a8d7263a1/main.png,https://jobinja.ir/companies/sepehr-digital-communications-development/jobs/tIkr/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-product-analytics-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D8%B3%D9%BE%D9%87%D8%B1?_ref=16&_t=352e3132372e3234382e3736
متخصص هوش مصنوعی (AI Engineer-آقا),دریم | Dream,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۱ روز پیش),https://thumb2.jobinjacdn.com/hTb3YvggnEGPfnjdb4QnrHMgwpw=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/992b2d76-cce8-4a93-9746-3d4c83835f77/main.jpg,https://jobinja.ir/companies/dream-8/jobs/tIwl/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-engineer-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%B1%DB%8C%D9%85?_ref=16&_t=352e3132372e3234382e3736
QA Engineer (Automation Focus),نوآوران پردازش گستر نصر | Noavaran Pardazesh Gostar Nasr,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۱ روز پیش),https://thumb2.jobinjacdn.com/_INV1HymSUHEjc5c0oJ7RoYHq94=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/379a0820-7c07-11ea-add7-26a4da5b8340_e6925786-f59a-49a0-8ce2-1f390fce3d51/main.png,https://jobinja.ir/companies/noavaran-pardazesh-gostar-nasr/jobs/tWZU/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-qa-engineer-automation-focus-%D8%AF%D8%B1-%D9%86%D9%88%D8%A2%D9%88%D8%B1%D8%A7%D9%86-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%DA%AF%D8%B3%D8%AA%D8%B1-%D9%86%D8%B5%D8%B1?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,دیجی‌‌کالا | Digikala,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۱ روز پیش),https://thumb2.jobinjacdn.com/O_qZgsN93Vo-fIk9MOrrM7PmPDE=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/f327e098-dacf-48cb-be59-b50656489ae3/main.jpg,https://jobinja.ir/companies/digikala/jobs/tIkO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C-%DA%A9%D8%A7%D9%84%D8%A7?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,مدیریت فناوری بورس تهران | Tehran Securities Exchange Technology Management Co,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۱ روز پیش),https://thumb2.jobinjacdn.com/0TR3DLEEKpzPulbnu-ai3OBley8=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/bdeabe5c-d1a1-11ea-884d-26a4da5b8340_1046f327-8a80-4579-8273-cd09b6aceb22/main.jpg,https://jobinja.ir/companies/tehran-securities-exchange-technology-management-co/jobs/tqXN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A8%D9%88%D8%B1%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
Data Engineer (مشهد),خدمات گردشگری یوتراوز  | UTRAVS,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت",(۲۲ روز پیش),https://thumb2.jobinjacdn.com/aHKNtuzcWYTfB6fSl9frHu__NGA=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/56fb6b10-2715-4535-a1d5-8fb3a11c47dd/main.jpg,https://jobinja.ir/companies/sarv-software-developers/jobs/tIUY/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%DA%AF%D8%B1%D8%AF%D8%B4%DA%AF%D8%B1%DB%8C-%DB%8C%D9%88%D8%AA%D8%B1%D8%A7%D9%88%D8%B2?_ref=16&_t=352e3132372e3234382e3736
(Remote) Senior Data Analyst,ایدورامدیا | Edoramedia,تهران، تهران,"قرارداد
              دورکاری",(۲۲ روز پیش),https://thumb2.jobinjacdn.com/Rtywm18TeBqBlAZoXHFLS-8KVlQ=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7338bcd8-7345-11e6-9ef0-06a874001fea_8b4dbe3a-271e-47ab-bbf7-2b3c33252c5e/main.png,https://jobinja.ir/companies/edoramedia/jobs/tWk0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-remote-senior-data-analyst-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%AF%D9%88%D8%B1%D8%A7%D9%85%D8%AF%DB%8C%D8%A7?_ref=16&_t=352e3132372e3234382e3736
(Software Testing Engineer (QC/QA,پرانتز | Parenthesis,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۲ روز پیش),https://thumb2.jobinjacdn.com/zZqPLYuxmjuEF9-D5aCJHF1e27Y=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/3bee874a-8704-4263-ad29-efd99db1e50e/main.jpg,https://jobinja.ir/companies/parenthesis/jobs/tIHn/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-testing-engineer-qc-qa-%D8%AF%D8%B1-%D9%BE%D8%B1%D8%A7%D9%86%D8%AA%D8%B2?_ref=16&_t=352e3132372e3234382e3736
Technical Support Engineer (Level 2),ابرناک | AbrNOC,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۴ روز پیش),https://thumb2.jobinjacdn.com/jodf4t9NRFwK0-5-tJ4IdjJmSuw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/2322ef10-d89f-4d37-bde5-b2bb3cf7d028/main.png,https://jobinja.ir/companies/abrnoc/jobs/tIfP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-technical-support-engineer-level-2-%D8%AF%D8%B1-%D8%A7%D8%A8%D8%B1%D9%86%D8%A7%DA%A9?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (Go-Remote),آیس | ICE Global,تهران، تهران,"قرارداد
              دورکاری",(۲۴ روز پیش),https://thumb2.jobinjacdn.com/e0inOIF4lcfH8OzpHXCPs3Rxfyw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6cecf34f-da77-4294-94ad-75180d5f8c2d/main.png,https://jobinja.ir/companies/ice-global/jobs/tR0u/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-go-remote-%D8%AF%D8%B1-%D8%A2%DB%8C%D8%B3?_ref=16&_t=352e3132372e3234382e3736
مهندس هوش مصنوعی (Edge AI Engineer-دورکاری),سان استیت | Sunstate Security,تهران، تهران,"قرارداد
              دورکاری",(۲۴ روز پیش),https://thumb2.jobinjacdn.com/KDZxvnsuIF9BYz8fqS3JLf5iqhs=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7f9a809e-be7f-4cb5-9225-ee5bc5665672/main.png,https://jobinja.ir/companies/sunstate-security/jobs/tIWG/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-edge-ai-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B3%D8%A7%D9%86-%D8%A7%D8%B3%D8%AA%DB%8C%D8%AA?_ref=16&_t=352e3132372e3234382e3736
Senior Systems Administrator Engineer,اسنپ | Snapp,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۴ روز پیش),https://thumb2.jobinjacdn.com/2HtqcDZRl10KPLrKneiCThoQOrQ=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/4024f380-3a66-11e9-891a-d6b790452c1a_0d2a2dec-2045-43d5-b74d-fe97fc7ca58b/main.png,https://jobinja.ir/companies/snapp/jobs/tIFH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-systems-administrator-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer,والکس | Wallex,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۴ روز پیش),https://thumb2.jobinjacdn.com/S7ByCMhuAQQnqkckcPgoWXur2TM=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bc21399-9402-43a7-9393-e170c05a933d/main.png,https://jobinja.ir/companies/wallex/jobs/tIeZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-%D8%AF%D8%B1-%D9%88%D8%A7%D9%84%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
AI Engineer,"وی ,ای‌آی | WeAI",تهران، تهران,"قرارداد
              تمام‌وقت",(۲۴ روز پیش),https://thumb2.jobinjacdn.com/9swUouhxJa1wo9_YK6njttY8xus=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/cd0d5d1b-6f95-40f6-ac7e-5547118ce111/main.png,https://jobinja.ir/companies/rdl/jobs/tIeI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-ai-engineer-%D8%AF%D8%B1-%D9%88%DB%8C-%D8%A7%DB%8C-%D8%A2%DB%8C?_ref=16&_t=352e3132372e3234382e3736
Prompt Engineer(مشهد),ویسپو | Wispo,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/xu7NeBuvM4cc7s2Fj5PTocFyCYI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d70e03ff-4a21-4890-8a2d-4ecf66e1a672/main.png,https://jobinja.ir/companies/wispo/jobs/tIzy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-prompt-engineer-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D9%88%DB%8C%D8%B3%D9%BE%D9%88?_ref=16&_t=352e3132372e3234382e3736
QA Engineer(کارشناس کنترل کیفیت نرم‌افزار),حمایت گستران فناوری های نوین | Ramenta,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/0bJVkyIASyrHr9d9KZJg-TZDPgk=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7dab6024-fc10-4221-a977-8e139122b717/main.jpg,https://jobinja.ir/companies/ramenta/jobs/tI06/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-qa-engineer-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%DA%A9%D9%86%D8%AA%D8%B1%D9%84-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D8%B1-%D8%AD%D9%85%D8%A7%DB%8C%D8%AA-%DA%AF%D8%B3%D8%AA%D8%B1%D8%A7%D9%86-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%86%D9%88%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
مهندس داده,ایده پردازان آویهنگ | Avihang,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/tmutU20ITj3H0gwchvRnmM2TlKw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6a37ebae-b82b-4b68-88b8-12382259ed67/main.png,https://jobinja.ir/companies/avihang/jobs/tILq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%A7%D9%86-%D8%A2%D9%88%DB%8C%D9%87%D9%86%DA%AF?_ref=16&_t=352e3132372e3234382e3736
Data Analyst(اصفهان),مستر بلیط | Mrbilit,اصفهان، اصفهان,"قرارداد
              تمام‌وقت",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/rJXjIrAb08iPShO_kA_ssJWPTzA=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/92da8922-0879-46c9-9291-61bb33445f1d/main.png,https://jobinja.ir/companies/mrbilit/jobs/tI0t/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D9%85%D8%B3%D8%AA%D8%B1-%D8%A8%D9%84%DB%8C%D8%B7?_ref=16&_t=352e3132372e3234382e3736
کارآموز مهندس متخصص ابری (Cloud Engineer - دورکاری),گُل اِرن  | GoalEarn,تهران، تهران,"قرارداد
              کارآموزی",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/1FbocXedXYuecABMqXIWlOcblpw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6993425b-b1c7-4e45-967c-213d48005c78/main.png,https://jobinja.ir/companies/goalearn/jobs/tIL0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%A2%D9%85%D9%88%D8%B2-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%A7%D8%A8%D8%B1%DB%8C-cloud-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%AF-%D9%84-%D8%A7-%D8%B1%D9%86?_ref=16&_t=352e3132372e3234382e3736
کارآموز تحلیل داده (Data Analysis - دورکاری),گُل اِرن  | GoalEarn,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/1FbocXedXYuecABMqXIWlOcblpw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6993425b-b1c7-4e45-967c-213d48005c78/main.png,https://jobinja.ir/companies/goalearn/jobs/tIcH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%A2%D9%85%D9%88%D8%B2-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%D8%AF%D8%A7%D8%AF%D9%87-data-analysis-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%AF-%D9%84-%D8%A7-%D8%B1%D9%86?_ref=16&_t=352e3132372e3234382e3736
SIEM Engineer,گراف | Graph,تهران، تهران,"قرارداد
              تمام‌وقت",(۲۵ روز پیش),https://thumb2.jobinjacdn.com/3iX8s-j7z92LmDLlghDlNz4-8Bo=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/8e610fc0-d4a3-11e9-bdf6-d6b790452c1a_b59300f4-2081-4de0-a5bc-b8f09a928abf/main.jpg,https://jobinja.ir/companies/graph-inc/jobs/tI2g/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-siem-engineer-%D8%AF%D8%B1-%DA%AF%D8%B1%D8%A7%D9%81?_ref=16&_t=352e3132372e3234382e3736
